id,section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_title,clause_text,clause_type
T20,T,,,T20,,"Skirtings, bands",(a) Skirtings shall be given in linear metres stating the extreme height. Raking skirtings and,clause
T21,T,,,T21,,Kerbs,(a) Work to kerbs shall be given in linear metres stating the girth on face. Raking kerbs and,clause
T22,T,,,T22,,Channels,Block and scum channels and linings to channels shall each be given separately in linear metres,clause
T23,T,,,T23,,Covers and mouldings,"Special tiles and special slabs to form coved internal angles of any radius, rounded external angles",clause
T24,T,,,T24,,"Flush, raised sunk","Flush, raised or sunk panels of contrasting colour (or of different or materials) in finishings shall each",clause
T25,T,,,T25,,Plain sheet finishings,(a) Particulars of the following shall be given:-,clause
T26,T,,,T26,,Floor finishings,Finishings to floors shall be given in accordance with the rules for in-situ finishings in,clause
T3,T,,,T3,,Clause,hereof.,clause
T27,T,,,T27,,Wall and ceiling,(a) Finishings to walls and ceilings shall each be given separately in accordance with the,clause
T4,T,,,T4,,finishings rules for in-situ finishings in Clause,hereof.,clause
T28,T,,,T28,,Labours on finishings,(a) Square cutting shall be demed to be included with the items,clause
T29,T,,,T29,,Beds and backings,(a) Particulars of the following shall be given:-,clause
T2,T,,,T2,,iv. Nature of base as Clause,(b) (v) hereof,clause
T30,T,,,T30,,Beds and backings for,"(a) Screeds, beds and backing for floor, wall, ceiling and roof finishings shall be given in",clause
T3,T,,,T3,,"floor, wall, ceiling and accordance with the rules for in-situ finishings in Clause",and T4 hereof stating the type,clause
T6,T,,,T6,,Clause,hereof shall be deemed to roof finishings be included with the items,clause
T31,T,,,T31,,Lathing and,(a) Particulars of the following shall be given:-,clause
T32,T,,,T32,,Baseboarding,Base boarding (e.g. plaster-boarding) for wall and ceiling finishings shall be given in the description,clause
T33,T,,,T33,,Metal lathing,(a) Metal lathing over 300 millimetres wide for floor wall and ceiling finishings shall each be,clause
T34,T,,,T34,,Suspended plain sheet,(a) Particulars of the following shall be given:-,clause
T35,T,,,T35,,"Wall, ceiling and roof",(a) Linings over 300 millimetres wide shall be given in square metres. Those not exceeding,clause
T36,T,,,T36,,Metal trim,Metal trim at edges of linings shall be given in linear metres stating the size and method of fixing.,clause
T37,T,,,T37,,Self-finished partitions,"Self-finished partitions (e.g., precast terrazzo; precast mosaic) shall be given in accordance with the",clause
U1,U,,,U1,,Glazing generally,(a) Work shall be grouped according to the kind and quality of glass and each group with its,clause
U2,U,,,U2,,Panes general,(a) Particulars of the following shall be given:-,clause
U3,U,,,U3,,Glass generally,"Sheet glass, rolled or cast glass, plate float or toughened glass shall each be given separately",clause
U4,U,,,U4,,Labours on glass panes,(a) Raking cutting shall be deemed to be included with the items.,clause
U5,U,,,U5,,Drilled panes,Drilled panes shall be enumerated stating the size of the pane and the diameter and number of the,clause
U6,U,,,U6,,Bent panes,"Bent panes shall be enumerated stating the size of the pane, the radius or girth of the bend and",clause
U7,U,,,U7,,Brilliant cut panes,Brilliant cut panes and panes with other decorative work shall each cut panes be enumerated,clause
U8,U,,,U8,,Silvered panes,Silvered panes shall be enumerated stating the size of the pane. Coloured silvering and gold,clause
U9,U,,,U9,,Glass jointing,"Glazing gaskets, cover beading and sealing of joints in panes with silicone and the like shall be given",clause
U10,U,,,U10,,Hermetically sealed,Double or multiple factory-made hermetically-sealed units shall sealed units be enumerated stating,clause
U11,U,,,U11,,Glass louvres,Glass louvres shall be enumerated stating the size; alternatively they may be given in linear metres,clause
U12,U,,,U12,,Bedding in strip,Bedding edges of panes in strips or channels shall be given in linear metres stating the kind of,clause
U13,U,,,U13,,Hacking out,Hacking out old glass and preparing rebates (measured the perimeter of the pane) shall be given in,clause
U14,U,,,U14,,"Glass to tops, shelves","Gloss shall be enumerated stating the size of, thickness and method affixing and descriptions shall",clause
U15,U,,,U15,,Lights generally,(a) Particulars in accordance with clause U2 (a) hereof shall e given with the addition of the,clause
U16,U,,,U16,,Light in openings,(a) Leaded lights and copper lights over 300 millimetres in both dimensions shall each be,clause
U16,U,,,U16,,Lights in openings,"(b) Lights with shaped heads, trefoils, quatre-foils and the like below the springing shall be",clause
U17,U,,,U17,,Labours on glass in,Raking cutting and curved cutting on glass in lights shall be deemed to be included to be included,clause
U18,U,,,U18,,Bent lights,"Bent lights shall be enumerated stating the size of the light, the radius or girth of the bend and",clause
U19,U,,,U19,,Saddle bars,"Saddle bars shall be given in linear metres stating the material, the size of the bar and the method",clause
U20,U,,,U20,,Mirror,Mirrors shall be enumerated stating the size and the method of fixing. Coloured mirrors shall be so,clause
U21,U,,,U21,,Patent Glazing,(a) Patent glazing (measured over bars) shall be given in square metres stating the length,clause
U22,U,,,U22,,Labours on patent,Raking cutting and curved cutting shall each be given separately in linear metres,clause
U23,U,,,U23,,Dome-lights,"Done-lights shall be enumerated stating the overall size, the shape and the method of fixing",clause
V1,V,,,V1,,Painting and decorating,(a) Work shall be grouped as follows and each group shall be given under an,clause
V2,V,,,V2,,Painting and similar,(a) Particulars of the following shall be given:-,clause
V3,V,,,V3,,On general surfaces,(a) Work on surfaces over 300 millimetres girth shall be given in square metres. Work on,clause
V4,V,,,V4,,On wood frames,"(a) Work on wood frames, linings, architraves, mullions and transomes (measured each side)",clause
V3,V,,,V3,,wooden windows and shall be given in accordance with Clause,hereof.,clause
V5,V,,,V5,,On metal windows and,(a) Work on metal windows and glazed metal doors (grouped together and measured on,clause
V6,V,,,V6,,On structural steelwork,"Work on structural steelwork shall be given in square metres. Work on members of roof trusses,",clause
V7,V,,,V7,,"On grilles, balustrades","(a) Work on ornamental grilles, ornamental balustrades, ornamental railings, ornamental",clause
V8,V,,,V8,,On gutters,"(a) Work over 300 millimetres girth on valley-gutters, parapet gutters and the like",clause
V9,V,,,V9,,On Pipes,(a) Work on small pipes shall be given in linear metres,clause
V10,V,,,V10,,"On bars, cables","Work over 300 millimetres girth on bars, cables, conduits, standards, straps, ducting, trunking, tray",clause
V11,V,,,V11,,On Sundries,"(a) Work on saddles, pipehooks, holderbats and the like shall be deemed to be included",clause
V12,V,,,V12,,Polishing,(a) Particulars of the following shall be given:-,clause
V13,V,,,V13,,Sign writing,"Letters or numerals, stops, direction-indicators and the like shall each be enumerated",clause
W1,W,,,W1,,External Drainage and,Site works and services shall be grouped as follows and each group shall be given under an,clause
W2,W,,,W2,,Drainage generally,(a) Any information available concerning the nature of the ground and strata and particulars,clause
W3,W,,,W3,,Pipe trenches,(a) Excavating pipe trenches shall be given in linear metres stating the starting level if other,clause
W4,W,,,W4,,Beds benching and,"Concrete beds, benchings and coverings shall each be given separately in linear metres stating the",clause
W5,W,,,W5,,Pipes,(a) Pipes of any material (measured over all pipe-fittings) shall be given in linear metres,clause
W6,W,,,W6,,Accessories,Accessories (e.g. gullies; traps; inspection shoes; fresh air inlets; non return flaps) shall each be,clause
W7,W,,,W7,,Open surface water,Open surface water channels and drains shall be given in linear metres and fully described.,clause
W8,W,,,W8,,Manholes soakaways,"(a) Inspection chambers, manholes, soakaways and the like (grouped together) shall be",clause
W9,W,,,W9,,Connections to sewers,Connecting ends of drains to public highways and any other work which may only be carried out by,clause
W10,W,,,W10,,Testing drains,Testing the drainage system shall be given as an item stating the method of testing,clause
W11,W,,,W11,,Water reticulation,(a) Work shall be grouped as follows and each group shall be given under an appropriate,clause
X1,X,,,X1,,Landscaping generally,(a) Particulars of the following shall be given,clause
X2,X,,,X2,,"Seeding, turfing and",(a) Particulars of the following shall be given,clause
X3,X,,,X3,,Planting,(a) Particulars of the following shall be given,clause
X4,X,,,X4,,"Watering, maintaining","Watering, pruning, mowing, maintaining and protection of seedings/turves/grassing/plantings shall",clause
X5,X,,,X5,,Contouring,"Excavations, filling, etc., shall be given in accordance with the rules laid down under “Excavation and",clause
X6,X,,,X6,,"Topsoil, compost lime","Topsoil and compost shall be given in cubic metres, filling to plant boxes being given separately.",clause
X7,X,,,X7,,Prunning of existing,Prunning of existing trees and shrubs shall be enumerated stating the type of shrub.,clause
X8,X,,,X8,,Rockery boulders,Rockery boulders shall be suitably grouped and be enumerated.,clause
X9,X,,,X9,,Retaining structures,"Retaining structures formed or filled gabion boxes and mattresses, concrete precast concrete,",clause
X10,X,,,X10,,Pebble coverings,Pebble covering shall be given in square metres stating the type and thickness.,clause
X11,X,,,X11,,"Ponds, water features","Ponds, water features, etc., formed of concrete, precast concrete masonry, etc., shall be given in",clause
X12,X,,,X12,,Irrigation system,Irrigation systems shall be given in accordance with the principles laid down in the relevant trades.,clause
Y1,Y,,,Y1,,Roadworks generally,(a) Roadworks shall be classified according to,clause
Y2,Y,,,Y2,,"Excavations, filling","Excavations, filling bases, etc., shall be given in accordance with the rules for “Excavation and",clause
Y3,Y,,,Y3,,Insitu concrete roads,Concrete work shall be given in accordance with the rules for “concrete works”,clause
Y4,Y,,,Y4,,Coated macadam,(a) Particulars of the following shall be given.,clause
Y5,Y,,,Y5,,"Gravel, murram and",(a) The kind and quality of materials and the method of compaction shall be given,clause
Y6,Y,,,Y6,,Interlocking bricks,(a) Particulars of the following shall be given,clause
Y7,Y,,,Y7,,Road kerbs,"Works to kerbs, channeling, edging, humps and shoulders shall be measured in accordance with the",clause
Y8,Y,,,Y8,,Road signs and crash,Works to road signs and crash barriers shall be given in accordance with the rules of the relevant,clause
Y9,Y,,,Y9,,"Embarkments, and",Works to embarkments and gabions shall be given in accordance with the rules of the relevant,clause
Y10,Y,,,Y10,,Jointing,Movement joint shall be given in linear metres.,clause
Y11,Y,,,Y11,,Painting,Paintwork shall be given in accordance with the rules for “Painting and Decorations.”,clause
Z1,Z,,,Z1,,Fencing generally,(a) Particulars of the following shall be given:-,clause
Z2,Z,,,Z2,,Post-and-wire fencing,"Post -and -wire fencing shall be given in linear meters stating the height of the fencing, the gauge",clause
Z3,Z,,,Z3,,Post-and-rail fencing,"Post-and-rail fencing shall be given in linear metres stating the height of the fencing, the size and",clause
Z4,Z,,,Z4,,Chain-link and wire,Chain-link fencing and wire-mesh fencing shall be given separately in linear metres stating the,clause
Z5,Z,,,Z5,,Metal bar fencing,"(a) Metal bar fencing shall be given in linear metres stating the height of the fencing,",clause
Z6,Z,,,Z6,,Close-boarded fencing,"Close-boarded fencing shall be given in linear metres stating the height of the fencing, the size and",clause
Z7,Z,,,Z7,,Built-up concrete,"Built-up concrete fencing shall be given in linear metres stating the height of .the fencing, the size",clause
Z8,Z,,,Z8,,Corrugated Fencing,"Corrugated fencing shall be given in linear metres stating the height of the fencing, the size and",clause
Z9,Z,,,Z9,,Gates,"(a) Gates shall be enumerated stating the size and the method of construction. Hinges,",clause
