section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_text,clause_type
P,Metal Work,"Work in plates, bars, section and tubes",,,ductcovers perforated plates shall each be so described.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,(b) Duct covers shall be given in linear metres stating the width. Chequer plates and,note
P,Metal Work,"Work in plates, bars, section and tubes",,,perforated plates shall each be so described.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,(c) Frames for duct covers shall be given in linear metres stating the size and the shape of,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"the cross section. Lugs shall be given in the description stating the spacing. Ends, angles",note
P,Metal Work,"Work in plates, bars, section and tubes",,,and intersections shall each be enumerated separately.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"(d) Raking cutting and curved cutting on plates, shall each be given separately in linear",note
P,Metal Work,"Work in plates, bars, section and tubes",,,metres.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"Burglar bars and P4 (a) Burglar bars shall be given in linear metres stating the size. Fanged ends, twists, bends",note
P,Metal Work,"Work in plates, bars, section and tubes",,,grilles and the like shall be enumerated separately.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"(b) Ornamental grilles shall be enumerated stating the size, pattern and method of fixing.",note
P,Metal Work,"Work in plates, bars, section and tubes",,,(c) Burglar proofing of flat bars forming part of and attached to windows shall be enumerated,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"in panes (irrespective of size) stating the size of the bars. Alternatively, burglar proofing",note
P,Metal Work,"Work in plates, bars, section and tubes",,,may be given in the description of the unit to which it is attached,note
P,Metal Work,"Work in plates, bars, section and tubes",,,Handrails and core- P5 (a) Handrails and core rails shall each be given separately in linear metres stating the size,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"rails and the shape of the cross section. Fanged ends, rounded ends, scrolled ends, mitred",note
P,Metal Work,"Work in plates, bars, section and tubes",,,"angles, bends, ramps, wreaths and the like shall each be enumerated separately.",note
P,Metal Work,"Work in plates, bars, section and tubes",,,(b) Handrails brackets shall be enumerated stating the size and the girth,note
P,Metal Work,"Work in plates, bars, section and tubes",,,"Arch-bars, bearers P6 Arch bars, bearers, stays and the like shall each be given separately in linear metres stating the size.",note
P,Metal Work,"Work in plates, bars, section and tubes",,,"and stays Fanged ends, twists, bends, and the like shall be enumerated separately.",note
P,Metal Work,"Work in plates, bars, section and tubes",,,"Straps, collars and P7 Straps, collars, hangers, cantilever-brackets, corbels and the like shall each be enumerated separately",note
P,Metal Work,"Work in plates, bars, section and tubes",,,brackets stating the size.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,55,note
P,Metal Work,"Work in plates, bars, section and tubes",,,Mat-frames P8 Mat-frames shall be enumerated stating the size of the members and the overall size of the frame.,note
P,Metal Work,"Work in plates, bars, section and tubes",,,Lugs shall be given in the description stating the number.,note
P,Metal Work,Work in sheet metal,,,Work in sheet metal,subsection
P,Metal Work,Work in sheet metal,,,"Coverings and linings P9 (a) Coverings to doors, bench-tops, counter tops and the like shall each be given separately in",note
P,Metal Work,Work in sheet metal,,,square metres. Bending at edges shall be deemed to be included with the item.,note
P,Metal Work,Work in sheet metal,,,"(b) Linings to safes, cisterns, sinks and the like shall each be given separately in square metres.",note
P,Metal Work,Work in sheet metal,,,Bending at edges shall be deemed to be included with the items.,note
P,Metal Work,Work in sheet metal,,,(c) Raking cutting and curved cutting shall each be given separately in linear metres.,note
P,Metal Work,Work in sheet metal,,,"(d) Welted or beaded edges, burned, brazed or welded angles, welted seams and the like",note
P,Metal Work,Work in sheet metal,,,labours shall each be given separately in linear metres.,note
P,Metal Work,Work in sheet metal,,,"(e) Dressing into hollows, dressing over curbs and the like labours shall each be given",note
P,Metal Work,Work in sheet metal,,,"separately in linear metres. Bossed, brazed or welded ends, angles and intersections shall",note
P,Metal Work,Work in sheet metal,,,each be enumerated separately.,note
P,Metal Work,Work in sheet metal,,,"(f) Clout nailing, copper nailing and screwing at edges of coverings and linings shall each be",note
P,Metal Work,Work in sheet metal,,,given separately in linear metres. Close nailing and close screwing (i.e. where spacing does,note
P,Metal Work,Work in sheet metal,,,not exceed 50 millimetres) shall be so described.,note
P,Metal Work,Work in wire mesh or expanded metal,,,Work in wire mesh or expanded metal,subsection
P,Metal Work,Work in wire mesh or expanded metal,,,"Wire mesh and P10 (a) Mesh coverings and expanded metal coverings over 300 millimetres wide to partitions,",note
P,Metal Work,Work in wire mesh or expanded metal,,,expanded metal door panels and windows shall each be given separately in square metres stating the size,note
P,Metal Work,Work in wire mesh or expanded metal,,,generally of mesh. Such coverings not exceeding 300 millimetres wide shall each be given,note
P,Metal Work,Work in wire mesh or expanded metal,,,separately in linear metres stating the size of mesh and the width in stages of 100,note
P,Metal Work,Work in wire mesh or expanded metal,,,millimetres.,note
P,Metal Work,Work in wire mesh or expanded metal,,,"(b) The method of fixing (e.g. beads, staples, welding) shall be stated.",note
P,Metal Work,Work in wire mesh or expanded metal,,,(c) Raking cutting and curved cutting shall each be given separately in linear metres,note
P,Metal Work,Compose units,,,Compose units,subsection
P,Metal Work,Compose units,,,Composite units P11 Composite units (other than standard units) shall be measured in detail in accordance with Clause P12,note
P,Metal Work,Compose units,,,generally to P15 hereof and each unit with its associated labours shall be billed under an appropriate heading,note
P,Metal Work,Compose units,,,"stating the character, the overall size and the number of units. Classification shall be as follows:i. Balustrates stating whether level of raking",note
P,Metal Work,Compose units,,,ii. Railings stating whether level or raking,note
P,Metal Work,Compose units,,,iii. Gates stating the shape where other than rectangular,note
P,Metal Work,Compose units,,,iv. Grilles and gratings (grouped together) stating the shape where other than,note
P,Metal Work,Compose units,,,rectangular,note
P,Metal Work,Compose units,,,v. Cloak-room fittings,note
P,Metal Work,Compose units,,,"vi. Cycle racks, storage racks and the like (grouped together)",note
P,Metal Work,Compose units,,,vii. Ladders,note
P,Metal Work,Compose units,,,"viii. Staircases, landings and gangways (grouped together).",note
P,Metal Work,Compose units,,,"ix. Framework and other supports for partitions, false ceilings, lift enclosures and",note
P,Metal Work,Compose units,,,the like (grouped together).,note
P,Metal Work,Compose units,,,x. Tubular roof trusses.,note
P,Metal Work,Compose units,,,xi. Tubular purlins,note
P,Metal Work,Compose units,,,xii. Tanks stating the shape where other than rectangular,note
P,Metal Work,Compose units,,,Members of P12 (a) Rolled plates over 300 millimetres in both dimensions shall be given in square metres.,note
P,Metal Work,Compose units,,,composite units Those not exceeding 300 millimetres in one dimension shall be given in linear metres,note
P,Metal Work,Compose units,,,stating the width. Those not exceeding 300 millimetres in both dimensions shall be,note
P,Metal Work,Compose units,,,enumerated stating the size.,note
P,Metal Work,Compose units,,,"(b) Rolled or extruded bars, sections and tubes shall each be given separately in linear",note
P,Metal Work,Compose units,,,metres stating the size.,note
P,Metal Work,Compose units,,,(c) Cast members shall be enumerated stating the size the shape and the character. Standard,note
P,Metal Work,Compose units,,,castings shall be so described. Lugs cast on shall be given in the description stating the,note
P,Metal Work,Compose units,,,number.,note
P,Metal Work,Compose units,,,Labours on members P13 (a) Raking cutting and curved cutting shall each be given separately in linear metres,note
P,Metal Work,Compose units,,,of composite units,note
P,Metal Work,Compose units,,,"(b) Notches, slots and rounded corners shall be deemed to be included with the members",note
P,Metal Work,Compose units,,,56,note
P,Metal Work,Compose units,,,of composite units.,note
P,Metal Work,Compose units,,,"(c) Fanged ends, pointed ends, rounded ends, bends, ramps, wreaths, twists and the like shall",note
P,Metal Work,Compose units,,,each be enumerated separately.,note
P,Metal Work,Compose units,,,"Openings partitions of P14 Opening portions in balustrades, railings and the like shall each be enumerated separately as extra",note
P,Metal Work,Compose units,,,composite units over the work in which they occur stating the overall size. Hinges and fastenings shall be given in the,note
P,Metal Work,Compose units,,,description stating the type.,note
P,Metal Work,Compose units,,,Connections P15 (a) Cleated connections and plated connections shall each be between enumerated,note
P,Metal Work,Compose units,,,between members of separately stating the size of the cleat units or plate and the members of thickness of the,note
P,Metal Work,Compose units,,,composite unit metals to be connected. Irregular connections composite units shall be so described.,note
P,Metal Work,Compose units,,,"Setscrews, bolts, nuts, washers, rivets, holes, countersunk holes, tapped holes, welds,",note
P,Metal Work,Compose units,,,spot welds and the like shall be given in the description stating the size.,note
P,Metal Work,Compose units,,,"(b) Bolted connections, screwed connections and welded connections shall each be",note
P,Metal Work,Compose units,,,enumerated separately stating the thicknesses of the metals to be connected. Irregular,note
P,Metal Work,Compose units,,,"connections shall be so described. Setscrews, bolts, nuts, washers, holes, countersunk",note
P,Metal Work,Compose units,,,"holes, tapped holes, welds, spot-welds and the like shall be given in the description stating",note
P,Metal Work,Compose units,,,the size.,note
P,Metal Work,Compose units,,,Special metal P16 Special metal windows and special metal doors shall each be enumerated separately stating the,note
P,Metal Work,Compose units,,,"windows and doors overall size, the nature of the construction, the shape where other than rectangular, the finish and",note
P,Metal Work,Compose units,,,the number of opening portions.,note
P,Metal Work,Standard units,,,Standard units,subsection
P,Metal Work,Standard units,,,Standard units,subsection
P,Metal Work,Standard units,,,generally necessary jointing compound shall be deemed to be included with the item concerned.,note
P,Metal Work,Standard units,,,"Standard metal P18 (a) Standard metal windows and doors (complete with frames, mullions, transoms, hinges,",note
P,Metal Work,Standard units,,,windows and doors fastening and lugs) shall each be enumerated separately stating the type. Composite,note
P,Metal Work,Standard units,,,windows and composite doors shall each be described.,note
P,Metal Work,Standard units,,,"(b) Steel accessories (e.g. sub-frames, subsills, window-boards and window surrounds)",note
P,Metal Work,Standard units,,,shall be enumerated separately stating the size and the type.,note
P,Metal Work,Standard units,,,Steel door frames P19 Steel door-frames (except those forming an integral part of a door unit) shall be enumerated stating,note
P,Metal Work,Standard units,,,the size and the type.,note
P,Metal Work,Standard units,,,"Fireproof doors and P20 Fireproof doors and strongrooms doors (complete with frames, hinges, fastenings and lugs) shall",note
P,Metal Work,Standard units,,,strongroom doors each be enumerated separately stating the size and the type.,note
P,Metal Work,Standard units,,,"Roof-lights P21 Lantern-lights, skylights, laylights, and the like (complete with frames, mullions, ridges, hips, hinges,",note
P,Metal Work,Standard units,,,fastenings and lugs) shall each be enumerated separately stating the size and the type. Composite,note
P,Metal Work,Standard units,,,units shall be so described.,note
P,Metal Work,Standard units,,,"Pavements lights and P22 Pavement lights and stallboard lights (complete with frames, lugs and glass lenses) shall each be",note
P,Metal Work,Standard units,,,stallboard lights enumerated separately stating the size and the type.,note
P,Metal Work,Standard units,,,"Skirtings, picture-rails P23 Skirtings, picture-rails, and the like shall each be given separately in linear metres stating the size and",note
P,Metal Work,Standard units,,,"purlins and the like the type. Fitted ends, mitred ends and the like shall be deemed to be included. Special fittings shall",note
P,Metal Work,Standard units,,,each be enumerated separately.,note
P,Metal Work,Standard units,,,Duct covers P24 Duct-covers (complete with frames and lugs) shall be given in linear metres stating the width and the,note
P,Metal Work,Standard units,,,"type. Ends, angles and intersections shall each be enumerated separately.",note
P,Metal Work,Standard units,,,"Balustrades and P25 Balustrades, railings and the like forming part of a building shall each be given separately in linear",note
P,Metal Work,Standard units,,,railings metres stating the height and described.,note
P,Metal Work,Standard units,,,"Collapsible gates and P26 Collapsible gates, revolving shutters and the like (complete with frames, guides, tracks, and",note
P,Metal Work,Standard units,,,"revolving shutters fastenings, lugs and the like) shall each be enumerated separately stating the size and the type.",note
P,Metal Work,Standard units,,,Grilles and gratings P27 Grilles and gratings (complete with frames and lugs) shall each be enumerated separately stating the,note
P,Metal Work,Standard units,,,size and the type.,note
P,Metal Work,Standard units,,,"Surface boxes and P28 Surfaces-boxes, inspection-covers, mat-rims and the like (complete with frames and lugs) shall each",note
P,Metal Work,Standard units,,,mat-rims be enumerated separately stating the size and the type.,note
P,Metal Work,Standard units,,,"Sectional tanks P29 Sectional tanks shall be enumerated stating the capacity, the size and the type",note
P,Metal Work,Sundries,,,Sundries,subsection
P,Metal Work,Sundries,,,57,note
P,Metal Work,Sundries,,,"Holes and slots P30 (a) Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together)",note
P,Metal Work,Sundries,,,shall be enumerated stating the size of the member as Clause A4 hereof and the thickness,note
P,Metal Work,Sundries,,,of the metal.,note
P,Metal Work,Sundries,,,"(b) Other holes, countersunk holes, tapped holes, slots and the like (except where deemed to",note
P,Metal Work,Sundries,,,be included or where given in the description of other items) shall each be enumerated,note
P,Metal Work,Sundries,,,separately stating the size of hole or slot and the thickness of the metal.,note
P,Metal Work,Sundries,,,"Bolts P31 Bolts, anchor-bolts, ragbolts, and the like (except where deemed to be included or where given in the",note
P,Metal Work,Sundries,,,description of other items) shall each be enumerated separately stating the diameter and the length.,note
P,Metal Work,Sundries,,,Nuts and washers shall be given in the description,note
P,Metal Work,Sundries,,,58,note
Q,Plumbing And Drainage Installations,,,,Plumbing And Drainage Installations,section_header
Q,Plumbing And Drainage Installations,,,,THE UNIT OF Billing shall be the Metre,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,Generally to Section Q,subsection
Q,Plumbing And Drainage Installations,Generally to Section Q,,,Plumbing and Q1 (a) Work shall be grouped as follows and each group shall be given under an appropriate,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,drainage installation heading:generally,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,i. Rainwater installation,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,ii. Cold and hot water installation,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,iii. Fire fighting installations,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,iv. Foul drainage above ground,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,v. Sanitary installations,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(b) Particulars of the following shall be given:i. Any regulations, rules, byelaws and the like with which the installation is",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,required to comply.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,ii. Kind of material,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,iii. Quality of Materials,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,iv. Gauge thickness or substance of material,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"v. Any tests with which materials, plant and equipment are required to comply",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,(c) Assembling and jointing together the component parts of composite units and providing,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,any necessary mating flanges and jointing materials shall be deemed to be included with,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"the items concerned. Where composite units are supplied by the employer, particulars of",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,the assembly work involved shall be given.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(d) Patterns, moulds, templets and the like shall be deemed to be included with the items.",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,(e) Work required to be primed or painted before delivery to the site shall be so,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,described.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(f) Work required to be galvanised, chromium-plated, stove-enamelled, porcelainenamelled, anodized or otherwise specially finished shall be appropriately described",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,stating whether treated before or after manufacture or assembly.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(g) The method of fixing and the provision of nails, bolts, nuts, holes, screws, plugs, shot-fired",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,pins and the like shall be given in the description of the work. For cutting and pinning see,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,Clause Q40 hereof.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,(h) The nature of the background to which work is fixed shall be given in the description of the,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"work. Backgrounds shall be grouped and described as follows:i. Building -board (which shall be deemed to include hard-board, abestos cement",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"sheet, plaster-board, fibreboard and similar materials which do not grip a",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,wood-screw).,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"ii. Timber (which shall be deemed to include softwood, hardwood, blockboard,",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,plywood and similar materials which will grip a wood-screw when a lead-hole,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,has been drilled).,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,iii. Metal-faced or composition-faced timber (which shall be deemed to include,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"faced block-board, faced plywood and similar materials which will grip a wood",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,screw when a lead-hole and a shank-clearance hole have been drilled).,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"iv. Brickwork, concrete or stonework (which shall be deemed to include reinforced",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"concrete, block-work and similar material which require plugging) irrespective",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"of any plaster, composition or other finish (excluding glass of glazed tiles) to the",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,surface,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,v. Backgrounds as (iv) but finished with glazed tiles or similar materials.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,vi. Plain metal (which shall be deemed to include any metal which requires,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,drilling).,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,vii. Glass (which shall be deemed to include any materials resembling glass).,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(i) Temporary work shall be so described. Removing temporary work and making good after,",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,shall be deemed to be included with the items.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,(j) Adequate drawings and specifications of installations shall be provided with the bill.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,"(k) Heating, ventilating and air-conditioning work within boiler-houses and plant rooms and",note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,such work external to buildings shall be so described in each case.,note
Q,Plumbing And Drainage Installations,Generally to Section Q,,,59,note
Q,Plumbing And Drainage Installations,Gutterwork,,,Gutterwork,subsection
Q,Plumbing And Drainage Installations,Gutterwork,,,"Gutters generally Q2 Rainwater gutters (measured over all gutter- fittings, short running lengths and branches) shall be",note
Q,Plumbing And Drainage Installations,Gutterwork,,,given in linear metres stating the type and the size.,note
Q,Plumbing And Drainage Installations,Gutterwork,,,Curved gutters Q3 Curved gutters shall be so described stating mean radius,note
Q,Plumbing And Drainage Installations,Gutterwork,,,"Cutter-joints Q4 (a) Providing materials, bolts, nuts, washers and everything else necessary for jointing",note
Q,Plumbing And Drainage Installations,Gutterwork,,,shall be deemed to be included with the items of gutter work.,note
Q,Plumbing And Drainage Installations,Gutterwork,,,(b) Joints in the running length shall be given in the description of the gutter stating the,note
Q,Plumbing And Drainage Installations,Gutterwork,,,method of jointing.,note
Q,Plumbing And Drainage Installations,Gutterwork,,,"Gutter fittings Q5 (a) Gutter-fittings (e.g. bends; angles, shoes, offsets, elbows; junctions; stopped ends; nozzle",note
Q,Plumbing And Drainage Installations,Gutterwork,,,outlets) etc. shall each be enumerated separately as extra over the gutter in which they,note
Q,Plumbing And Drainage Installations,Gutterwork,,,occur. Cuttings and jointing the gutters to gutter-fittings shall be deemed to be included,note
Q,Plumbing And Drainage Installations,Gutterwork,,,with the gutters.,note
Q,Plumbing And Drainage Installations,Gutterwork,,,"(b) Weep pipe, spreaders, gargoles, rainwater heads etc shall be given in numbers",note
Q,Plumbing And Drainage Installations,Gutterwork,,,"Gutter-supports Q6 Lugs cast on to gutters, brackets and straps shall be given in the description of the gutter",note
Q,Plumbing And Drainage Installations,Pipework,,,Pipework,subsection
Q,Plumbing And Drainage Installations,Pipework,,,"Pipes Q7 (a) Pipes (measured over all pipe-fittings, short running lengths and branches) shall be given",note
Q,Plumbing And Drainage Installations,Pipework,,,in linear metres stating the type and the nominal size. The method of jointing shall be,note
Q,Plumbing And Drainage Installations,Pipework,,,stated. Classification shall be according to the purpose for which the pipes are installed,note
Q,Plumbing And Drainage Installations,Pipework,,,"(e.g. over-flow, waste, soil and ventilation, cold water service, high pressure coldwater",note
Q,Plumbing And Drainage Installations,Pipework,,,"supply, water main, cooling water, condense water, hot water service, flow and return",note
Q,Plumbing And Drainage Installations,Pipework,,,"header pipes, low pressure hot water heating, high pressure hot water heating, steam",note
Q,Plumbing And Drainage Installations,Pipework,,,"heating stating the pressure and the temperature, low-pressure hydraulic, high-pressure",note
Q,Plumbing And Drainage Installations,Pipework,,,"hydraulic, gas, compressed-gas, compressed-air, oil, smoke- flue, gas-flue).",note
Q,Plumbing And Drainage Installations,Pipework,,,(b) Flexible pipe and extensible pipes (measured as fully extended) shall each be so,note
Q,Plumbing And Drainage Installations,Pipework,,,described.,note
Q,Plumbing And Drainage Installations,Pipework,,,"(c) Pipes laid or fixed in ducts, trenches and chases shall be so described in each case.",note
Q,Plumbing And Drainage Installations,Pipework,,,(d) Pipes embedded in floor screed shall be so described,note
Q,Plumbing And Drainage Installations,Pipework,,,"(e) No distinction shall be made between pipes fixed vertically, horizontally or to fulls.",note
Q,Plumbing And Drainage Installations,Pipework,,,Special pipework Q8 (a) Curved pipes shall be so described stating the mean radius,note
Q,Plumbing And Drainage Installations,Pipework,,,"(b) Wrapped, coated or lined pipework shall be so described stating the type of treatment.",note
Q,Plumbing And Drainage Installations,Pipework,,,"(c) Pipework required to be temporarily fixed in position, dismantled for chromium-plating",note
Q,Plumbing And Drainage Installations,Pipework,,,and subsequently refixed shall be so described.,note
Q,Plumbing And Drainage Installations,Pipework,,,"Pipe joints Q9 (a) Providing materials, heat, bolts, nuts, washers and everything else necessary for making",note
Q,Plumbing And Drainage Installations,Pipework,,,joints in pipes shall be deemed to be included with the items.,note
Q,Plumbing And Drainage Installations,Pipework,,,(b) Joints and connectors in the running length shall be given in the description of the pipe,note
Q,Plumbing And Drainage Installations,Pipework,,,stating the method of jointing.,note
Q,Plumbing And Drainage Installations,Pipework,,,(c) Ornamental joints in the running lengths shall be enumerated as extra over the pipe in,note
Q,Plumbing And Drainage Installations,Pipework,,,which they occur.,note
Q,Plumbing And Drainage Installations,Pipework,,,(d) Reducing joints between pipes of different sizes shall be enumerated as extra over the,note
Q,Plumbing And Drainage Installations,Pipework,,,main pipe in which they occur. Classification shall be as follows:i. Soldered branch joints,note
Q,Plumbing And Drainage Installations,Pipework,,,ii. Welded reducing joints,note
Q,Plumbing And Drainage Installations,Pipework,,,(e) Branch joints shall be enumerated as extra over the main pipe in which they occur.,note
Q,Plumbing And Drainage Installations,Pipework,,,Perforating the pipe shall be deemed to be included with the items. Classification shall,note
Q,Plumbing And Drainage Installations,Pipework,,,be as follows:i. Soldered branch joints,note
Q,Plumbing And Drainage Installations,Pipework,,,ii. Welded branch joints stating the type of branch (e.g. square; angle;,note
Q,Plumbing And Drainage Installations,Pipework,,,sweep).,note
Q,Plumbing And Drainage Installations,Pipework,,,"(f) Screwed sockets, tappings, bosses and welding-necks welded to pipes or flanges shall each",note
Q,Plumbing And Drainage Installations,Pipework,,,be enumerated separately stating the size and kind of pipe or flange concerned.,note
Q,Plumbing And Drainage Installations,Pipework,,,60,note
Q,Plumbing And Drainage Installations,Pipework,,,Perforating the pipe or flange shall be deemed to be included with the items.,note
Q,Plumbing And Drainage Installations,Pipework,,,(g) Special connections and special joints in pipes shall each be enumerated separately,note
Q,Plumbing And Drainage Installations,Pipework,,,(except where given in the description of another enumerated item) stating the size and,note
Q,Plumbing And Drainage Installations,Pipework,,,kind of pipe concerned and the method of jointing. Classification shall be as follows:i. Connections between pipes of differing materials,note
Q,Plumbing And Drainage Installations,Pipework,,,ii. Connections between pipes and appliances or equipment stating the nature of,note
Q,Plumbing And Drainage Installations,Pipework,,,the appliance or equipment.,note
Q,Plumbing And Drainage Installations,Pipework,,,iii. Isolated joints which differ from those given in the description of the pipe (e.g.,note
Q,Plumbing And Drainage Installations,Pipework,,,flanged joints in pipes having welded joints generally).,note
Q,Plumbing And Drainage Installations,Pipework,,,iv. Expansion joints stating the type of joint (e.g. bellows; sliding) and the amount,note
Q,Plumbing And Drainage Installations,Pipework,,,of the expansion to be accommodated.,note
Q,Plumbing And Drainage Installations,Pipework,,,"(h) Connecting ends of flue pipe to boilers, stone chimneys and the like shall each be",note
Q,Plumbing And Drainage Installations,Pipework,,,"enumerated separately stating the size and kind of pipe concerned, the method of jointing",note
Q,Plumbing And Drainage Installations,Pipework,,,and the type of packing required.,note
Q,Plumbing And Drainage Installations,Pipework,,,"Labours on pipes Q10 Labours (e.g. made bends, made springs, made offsets) on pipes of all diametres shall each be",note
Q,Plumbing And Drainage Installations,Pipework,,,enumerated separately as extra over the pipe on which they occur.,note
Q,Plumbing And Drainage Installations,Pipework,,,"Pipe fittings Q11 (a) Pipe fittings (e.g. bends, springs, swan-necks, offsets, Y- junctions, double Y-junctions,",note
Q,Plumbing And Drainage Installations,Pipework,,,"shoes, blank flanges, puddle flanges, bushes, reducers, elbows, twin-elbows, tees, crosses,",note
Q,Plumbing And Drainage Installations,Pipework,,,unions) except fillings as Clause Q9 (b) shall each be enumerated separately as extra over,note
Q,Plumbing And Drainage Installations,Pipework,,,the pipes in which they occur. Culling and fitting the pipes to all fittings shall be deemed,note
Q,Plumbing And Drainage Installations,Pipework,,,to be included with the items.,note
Q,Plumbing And Drainage Installations,Pipework,,,(b) Pipe closers to be measured on site and cut to exact length shall be given in number as,note
Q,Plumbing And Drainage Installations,Pipework,,,extra over the pipe in which they occur.,note
Q,Plumbing And Drainage Installations,Pipework,,,Pipe supports Q12 (a) Particulars of the method of fixing shall be given in the description of pipe-supports as,note
Q,Plumbing And Drainage Installations,Pipework,,,Clause Q1 (g) hereof. Culling and pinning ends of pipe supports shall be given in the,note
Q,Plumbing And Drainage Installations,Pipework,,,description of the items.,note
Q,Plumbing And Drainage Installations,Pipework,,,"(b) Ears cast, soldered or welded on to pipes shall be given in the description of the pipe.",note
Q,Plumbing And Drainage Installations,Pipework,,,(c) Pipe-supports (e.g. clips; saddles; pipehooks; holderbats) shall be given in the description,note
Q,Plumbing And Drainage Installations,Pipework,,,of pipes.,note
Q,Plumbing And Drainage Installations,Pipework,,,(d) Brackets; rollers; chairs and hangers; back-plates; and girder-lugs; anchors and guides for,note
Q,Plumbing And Drainage Installations,Pipework,,,supporting pipes shall each be enumerated separately stating the size of the component,note
Q,Plumbing And Drainage Installations,Pipework,,,and the size and kind of pipe. Spring compensated components shall be so described,note
Q,Plumbing And Drainage Installations,Pipework,,,stating the loading and the movement to be accommodated.,note
Q,Plumbing And Drainage Installations,Pipework,,,(e) Pipe-stays and collars shall be enumerated stating the size and kind of pipe and the length,note
Q,Plumbing And Drainage Installations,Pipework,,,of the stay.,note
Q,Plumbing And Drainage Installations,Pipework,,,"(f) Pylons and other pipe-supports shall each be enumerated separately stating the size, the",note
Q,Plumbing And Drainage Installations,Pipework,,,method of fixing and the nature of the structure.,note
Q,Plumbing And Drainage Installations,Pipework,,,"Pipe-sleeves and Q13 (a) Pipe-sleeves shall be enumerated stating the length thereof, the size and kind of pipe",note
Q,Plumbing And Drainage Installations,Pipework,,,plates passing through and the type of packing required.,note
Q,Plumbing And Drainage Installations,Pipework,,,"(b) Wall-plates, floor-plates and ceiling plates shall each be enumerated separately stating the",note
Q,Plumbing And Drainage Installations,Pipework,,,size thereof and the size and kind of pipe passing through. Where plates are fitted to pipesleeves they shall be given in the description of the sleeve stating whether to one or both,note
Q,Plumbing And Drainage Installations,Pipework,,,ends.,note
Q,Plumbing And Drainage Installations,Pipework,,,Inspection doors Q14 Inspection doors in pipes shall be enumerated as extra over the pipe in which they occur stating the,note
Q,Plumbing And Drainage Installations,Pipework,,,method of sealing the door. Where such doors occur in pipe-fittings they shall be given in the,note
Q,Plumbing And Drainage Installations,Pipework,,,description of the fitting concerned.,note
